package_id,item_id,user__id,user__feedback,data__item_id,data__sentence1,data__sentence2,annotation__output,annotation__time,reference__output,feedback__output,test_group
290,48720,580,True,1196,'But it is no joke to me to think of my Gatling mired in the river <token>ooze</token>.',"* * * * * But slow, in the <token>sludge</token> of the Kathun road, The Government Bullock Train toted its load.",Yes,0 days 00:00:14.573701000,Yes,Yes,high quality feedback
290,48720,722,True,1196,'But it is no joke to me to think of my Gatling mired in the river <token>ooze</token>.',"* * * * * But slow, in the <token>sludge</token> of the Kathun road, The Government Bullock Train toted its load.",Yes,0 days 00:00:05.040974000,Yes,Yes,high quality feedback
290,49829,576,True,204,"These professional faction fights are <token>ephemeral</token>, and need not trouble us here.","The phenomena of life are but like a <token>transitory</token> loan from the great emporium, death.",Yes,0 days 00:00:06.282221000,Yes,Yes,high quality feedback
290,49829,580,True,204,"These professional faction fights are <token>ephemeral</token>, and need not trouble us here.","The phenomena of life are but like a <token>transitory</token> loan from the great emporium, death.",No,0 days 00:00:16.987946000,Yes,Yes,high quality feedback
290,49829,722,True,204,"These professional faction fights are <token>ephemeral</token>, and need not trouble us here.","The phenomena of life are but like a <token>transitory</token> loan from the great emporium, death.",Yes,0 days 00:00:04.480785000,Yes,Yes,high quality feedback
290,49804,576,True,1809,"""Nothing mean about Jimmy as an <token>advocate</token> or an arbitrator, either, is there?","These appearances are always proportioned to the degree of beauty in the object, and of sensibility in the <token>observer</token>.",No,0 days 00:00:20.969462000,No,No,high quality feedback
290,49804,580,True,1809,"""Nothing mean about Jimmy as an <token>advocate</token> or an arbitrator, either, is there?","These appearances are always proportioned to the degree of beauty in the object, and of sensibility in the <token>observer</token>.",No,0 days 00:00:14.746291000,No,No,high quality feedback
290,49804,722,True,1809,"""Nothing mean about Jimmy as an <token>advocate</token> or an arbitrator, either, is there?","These appearances are always proportioned to the degree of beauty in the object, and of sensibility in the <token>observer</token>.",Yes,0 days 00:00:04.392673000,No,No,high quality feedback
290,48843,576,True,1577,Many public men are hitherto examples of public spirit and <token>integrity</token>.,But my sons and their children dwell here in wealth and <token>unity</token>.,Yes,0 days 00:00:06.998763000,Yes,Yes,high quality feedback
290,48843,580,True,1577,Many public men are hitherto examples of public spirit and <token>integrity</token>.,But my sons and their children dwell here in wealth and <token>unity</token>.,Yes,0 days 00:00:12.868345000,Yes,Yes,high quality feedback
290,48843,650,True,1577,Many public men are hitherto examples of public spirit and <token>integrity</token>.,But my sons and their children dwell here in wealth and <token>unity</token>.,Yes,0 days 00:00:29.451778000,Yes,Yes,high quality feedback
290,48843,722,True,1577,Many public men are hitherto examples of public spirit and <token>integrity</token>.,But my sons and their children dwell here in wealth and <token>unity</token>.,Yes,0 days 00:00:06.185611000,Yes,Yes,high quality feedback
290,48199,576,True,38,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","As yet, to the average bourgeois mind, socialism is merely a menace, vague and <token>formless</token>.",No,0 days 00:00:10.016263000,Yes,Yes,high quality feedback
290,48199,580,True,38,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","As yet, to the average bourgeois mind, socialism is merely a menace, vague and <token>formless</token>.",Yes,0 days 00:00:12.790566000,Yes,Yes,high quality feedback
290,48199,722,True,38,"Yet forward she went, through the whole sordid gamut of pettiness, the long <token>amorphous</token>, gritty street.","As yet, to the average bourgeois mind, socialism is merely a menace, vague and <token>formless</token>.",No,0 days 00:00:04.577697000,Yes,Yes,high quality feedback
290,49811,576,True,2892,"She hated herself as what she called a""quitter,""but now, in January, 1910, she was at an  <token>impasse</token> .",The continuance of our tranquillity depends upon the compassion of our <token>rivals</token>.,No,0 days 00:00:08.601736000,No,No,high quality feedback
290,49811,580,True,2892,"She hated herself as what she called a""quitter,""but now, in January, 1910, she was at an  <token>impasse</token> .",The continuance of our tranquillity depends upon the compassion of our <token>rivals</token>.,No,0 days 00:00:15.755785000,No,No,high quality feedback
290,49811,722,True,2892,"She hated herself as what she called a""quitter,""but now, in January, 1910, she was at an  <token>impasse</token> .",The continuance of our tranquillity depends upon the compassion of our <token>rivals</token>.,No,0 days 00:00:04.554559000,No,No,high quality feedback
290,49903,576,True,2319,"Mr. Babcock's moral <token>malaise</token>, I am afraid, lay deeper than where any definition of mine can reach it.",The border <token>ranches</token> and settlements feared he would come again to ride and ravage the mesquite flats.,Yes,0 days 00:00:09.231750000,No,No,high quality feedback
290,49903,580,True,2319,"Mr. Babcock's moral <token>malaise</token>, I am afraid, lay deeper than where any definition of mine can reach it.",The border <token>ranches</token> and settlements feared he would come again to ride and ravage the mesquite flats.,No,0 days 00:00:14.429097000,No,No,high quality feedback
290,49903,650,True,2319,"Mr. Babcock's moral <token>malaise</token>, I am afraid, lay deeper than where any definition of mine can reach it.",The border <token>ranches</token> and settlements feared he would come again to ride and ravage the mesquite flats.,Yes,0 days 00:00:57.167386000,No,No,high quality feedback
290,49903,722,True,2319,"Mr. Babcock's moral <token>malaise</token>, I am afraid, lay deeper than where any definition of mine can reach it.",The border <token>ranches</token> and settlements feared he would come again to ride and ravage the mesquite flats.,Yes,0 days 00:00:05.342625000,No,No,high quality feedback
290,49164,576,True,3012,"As I said, I have seen that <token>ascension</token> trick before, but how it is done I have no more idea than a child.",One by one the various <token>signatories</token> to the Federation began to assemble.,Yes,0 days 00:00:06.550123000,No,No,high quality feedback
290,49164,580,True,3012,"As I said, I have seen that <token>ascension</token> trick before, but how it is done I have no more idea than a child.",One by one the various <token>signatories</token> to the Federation began to assemble.,Yes,0 days 00:00:21.199410000,No,No,high quality feedback
290,49164,650,True,3012,"As I said, I have seen that <token>ascension</token> trick before, but how it is done I have no more idea than a child.",One by one the various <token>signatories</token> to the Federation began to assemble.,Yes,0 days 00:00:24.801172000,No,No,high quality feedback
290,49164,722,True,3012,"As I said, I have seen that <token>ascension</token> trick before, but how it is done I have no more idea than a child.",One by one the various <token>signatories</token> to the Federation began to assemble.,Yes,0 days 00:00:13.642033000,No,No,high quality feedback
290,48156,576,True,1851,"But this long debt of confidence, due from me to him, whose <token>bane</token> and ruin I have been, shall at length be paid.","When, as a <token>junior</token>, he was expelled from college, he turned to a career in the navy.",No,0 days 00:00:10.621652000,No,No,high quality feedback
290,48156,580,True,1851,"But this long debt of confidence, due from me to him, whose <token>bane</token> and ruin I have been, shall at length be paid.","When, as a <token>junior</token>, he was expelled from college, he turned to a career in the navy.",No,0 days 00:01:27.577372000,No,No,high quality feedback
290,48156,650,True,1851,"But this long debt of confidence, due from me to him, whose <token>bane</token> and ruin I have been, shall at length be paid.","When, as a <token>junior</token>, he was expelled from college, he turned to a career in the navy.",Yes,0 days 00:00:46.947539000,No,No,high quality feedback
290,48156,722,True,1851,"But this long debt of confidence, due from me to him, whose <token>bane</token> and ruin I have been, shall at length be paid.","When, as a <token>junior</token>, he was expelled from college, he turned to a career in the navy.",Yes,0 days 00:00:06.878734000,No,No,high quality feedback
290,48416,576,True,373,"But there was no particular chance of <token>officious</token> or diplomatic pursuit, for his exit had been a sudden impulse.","And underlying the horror of this situation there was the danger of those <token>meddlesome</token> fools, the white men.",No,0 days 00:00:09.190652000,Yes,Yes,high quality feedback
290,48416,580,True,373,"But there was no particular chance of <token>officious</token> or diplomatic pursuit, for his exit had been a sudden impulse.","And underlying the horror of this situation there was the danger of those <token>meddlesome</token> fools, the white men.",Yes,0 days 00:00:23.581590000,Yes,Yes,high quality feedback
290,48416,650,True,373,"But there was no particular chance of <token>officious</token> or diplomatic pursuit, for his exit had been a sudden impulse.","And underlying the horror of this situation there was the danger of those <token>meddlesome</token> fools, the white men.",No,0 days 00:00:23.407741000,Yes,Yes,high quality feedback
290,48416,722,True,373,"But there was no particular chance of <token>officious</token> or diplomatic pursuit, for his exit had been a sudden impulse.","And underlying the horror of this situation there was the danger of those <token>meddlesome</token> fools, the white men.",Yes,0 days 00:00:05.818870000,Yes,Yes,high quality feedback
290,49424,576,True,1902,It was a spot which returned upon the memory of those who loved it with an aspect of peculiar and kindly <token>congruity</token>.,Living in the open air had sharpened their <token>appetites</token> wonderfully and nobody was disposed to quarrel over the meal.,No,0 days 00:00:22.381858000,No,No,high quality feedback
290,49424,580,True,1902,It was a spot which returned upon the memory of those who loved it with an aspect of peculiar and kindly <token>congruity</token>.,Living in the open air had sharpened their <token>appetites</token> wonderfully and nobody was disposed to quarrel over the meal.,No,0 days 00:00:26.943352000,No,No,high quality feedback
290,49424,650,True,1902,It was a spot which returned upon the memory of those who loved it with an aspect of peculiar and kindly <token>congruity</token>.,Living in the open air had sharpened their <token>appetites</token> wonderfully and nobody was disposed to quarrel over the meal.,Yes,0 days 00:00:32.824225000,No,No,high quality feedback
290,49424,722,True,1902,It was a spot which returned upon the memory of those who loved it with an aspect of peculiar and kindly <token>congruity</token>.,Living in the open air had sharpened their <token>appetites</token> wonderfully and nobody was disposed to quarrel over the meal.,Yes,0 days 00:00:09.393620000,No,No,high quality feedback
293,49367,579,True,190,The cries of Betty Flanagan were too familiar to the ears of Captain Lawton to <token>elicit</token> a reply.,"But it did not appear to them, as to him, like a pre arranged plot to <token>provoke</token> a fight.",Yes,0 days 00:00:04.270806000,Yes,Yes,high quality feedback
293,49367,629,True,190,The cries of Betty Flanagan were too familiar to the ears of Captain Lawton to <token>elicit</token> a reply.,"But it did not appear to them, as to him, like a pre arranged plot to <token>provoke</token> a fight.",Yes,0 days 00:00:12.720711000,Yes,Yes,high quality feedback
293,49367,691,True,190,The cries of Betty Flanagan were too familiar to the ears of Captain Lawton to <token>elicit</token> a reply.,"But it did not appear to them, as to him, like a pre arranged plot to <token>provoke</token> a fight.",Yes,0 days 00:00:03.609139000,Yes,Yes,high quality feedback
293,48727,579,True,99,"The whole party were deep in a <token>carouse</token> on Murwa beer, and I saw the operation of making it.","Men become pensioners of state on account of their abilities in the array of <token>riot</token>, and the discipline of confusion.",Yes,0 days 00:00:03.631266000,Yes,Yes,high quality feedback
293,48727,629,True,99,"The whole party were deep in a <token>carouse</token> on Murwa beer, and I saw the operation of making it.","Men become pensioners of state on account of their abilities in the array of <token>riot</token>, and the discipline of confusion.",No,0 days 00:00:22.812232000,Yes,Yes,high quality feedback
293,48727,691,True,99,"The whole party were deep in a <token>carouse</token> on Murwa beer, and I saw the operation of making it.","Men become pensioners of state on account of their abilities in the array of <token>riot</token>, and the discipline of confusion.",Yes,0 days 00:00:07.534756000,Yes,Yes,high quality feedback
293,49053,579,True,1857,It was his belief in the absolute newness of <token>blandishment</token> to Elfride which had constituted her primary charm.,The <token>larvae</token> of the famous green drake are like these : but we shall not find them.,Yes,0 days 00:00:04.062740000,No,No,high quality feedback
293,49053,629,True,1857,It was his belief in the absolute newness of <token>blandishment</token> to Elfride which had constituted her primary charm.,The <token>larvae</token> of the famous green drake are like these : but we shall not find them.,No,0 days 00:00:25.469898000,No,No,high quality feedback
293,49053,691,True,1857,It was his belief in the absolute newness of <token>blandishment</token> to Elfride which had constituted her primary charm.,The <token>larvae</token> of the famous green drake are like these : but we shall not find them.,Yes,0 days 00:00:06.661633000,No,No,high quality feedback
293,49303,579,True,2839,"At the present day, we, of the easier classes, are in a state of <token>surfeit</token> and disgrace after meat.","She broke down, took no care of herself, developed a cough and alas ! <token>tuberculosis</token>.""",No,0 days 00:00:03.198758000,No,No,high quality feedback
293,49303,629,True,2839,"At the present day, we, of the easier classes, are in a state of <token>surfeit</token> and disgrace after meat.","She broke down, took no care of herself, developed a cough and alas ! <token>tuberculosis</token>.""",No,0 days 00:00:20.265458000,No,No,high quality feedback
293,49303,691,True,2839,"At the present day, we, of the easier classes, are in a state of <token>surfeit</token> and disgrace after meat.","She broke down, took no care of herself, developed a cough and alas ! <token>tuberculosis</token>.""",No,0 days 00:00:04.867169000,No,No,high quality feedback
293,48702,579,True,3019,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,"It was a leaf from Miss Mannersley's <token>sketchbook</token>, the one on which she had been sketching.",Yes,0 days 00:00:03.878225000,No,No,high quality feedback
293,48702,629,True,3019,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,"It was a leaf from Miss Mannersley's <token>sketchbook</token>, the one on which she had been sketching.",No,0 days 00:00:09.347814000,No,No,high quality feedback
293,48702,691,True,3019,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,"It was a leaf from Miss Mannersley's <token>sketchbook</token>, the one on which she had been sketching.",Yes,0 days 00:00:05.554144000,No,No,high quality feedback
293,48393,579,True,601,"He was always that coarse haired kind of brute--sort of cross between a hog and a  <token>dilettante</token> .""",From youth I have always been a <token>dabbler</token> in medical and mystical study.,No,0 days 00:00:05.524351000,Yes,Yes,high quality feedback
293,48393,629,True,601,"He was always that coarse haired kind of brute--sort of cross between a hog and a  <token>dilettante</token> .""",From youth I have always been a <token>dabbler</token> in medical and mystical study.,Yes,0 days 00:00:27.344669000,Yes,Yes,high quality feedback
293,48393,691,True,601,"He was always that coarse haired kind of brute--sort of cross between a hog and a  <token>dilettante</token> .""",From youth I have always been a <token>dabbler</token> in medical and mystical study.,Yes,0 days 00:00:05.818213000,Yes,Yes,high quality feedback
293,49902,579,True,2918,Several languages bear a strong testimony to the <token>affinity</token> of these ideas.,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;",Yes,0 days 00:00:05.574599000,No,No,high quality feedback
293,49902,629,True,2918,Several languages bear a strong testimony to the <token>affinity</token> of these ideas.,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;",Yes,0 days 00:00:07.766207000,No,No,high quality feedback
293,49902,691,True,2918,Several languages bear a strong testimony to the <token>affinity</token> of these ideas.,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;",Yes,0 days 00:00:03.862786000,No,No,high quality feedback
293,49715,579,True,1212,The devil that descended to her is there in her eyes and skin and mouth that stoop even to <token>beguile</token> a peasant.,"Phantasms these That now <token>enamor</token> us decrepit, by The light of that prime beauty !",Yes,0 days 00:00:04.250965000,Yes,Yes,high quality feedback
293,49715,629,True,1212,The devil that descended to her is there in her eyes and skin and mouth that stoop even to <token>beguile</token> a peasant.,"Phantasms these That now <token>enamor</token> us decrepit, by The light of that prime beauty !",Yes,0 days 00:00:44.058995000,Yes,Yes,high quality feedback
293,49715,691,True,1212,The devil that descended to her is there in her eyes and skin and mouth that stoop even to <token>beguile</token> a peasant.,"Phantasms these That now <token>enamor</token> us decrepit, by The light of that prime beauty !",No,0 days 00:00:10.849697000,Yes,Yes,high quality feedback
293,48837,579,True,1488,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","Finally, they took possession of that <token>part</token> of Spain where the mines were situated, and worked the mines themselves.",No,0 days 00:00:04.161081000,Yes,Yes,high quality feedback
293,48837,629,True,1488,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","Finally, they took possession of that <token>part</token> of Spain where the mines were situated, and worked the mines themselves.",Yes,0 days 00:00:12.138494000,Yes,Yes,high quality feedback
293,48837,691,True,1488,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","Finally, they took possession of that <token>part</token> of Spain where the mines were situated, and worked the mines themselves.",No,0 days 00:00:07.976422000,Yes,Yes,high quality feedback
293,48753,579,True,2948,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","MILLER, in blind admiration of his <token>frenzy</token> :""Yes, that's just what I said.",Yes,0 days 00:00:05.942874000,No,No,high quality feedback
293,48753,629,True,2948,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","MILLER, in blind admiration of his <token>frenzy</token> :""Yes, that's just what I said.",No,0 days 00:00:31.397488000,No,No,high quality feedback
293,48753,691,True,2948,"The second, that relation which its <token>component</token> parts, the governing and the governed, bear to each other.","MILLER, in blind admiration of his <token>frenzy</token> :""Yes, that's just what I said.",Yes,0 days 00:00:06.026382000,No,No,high quality feedback
293,49806,579,True,861,"He must be handled skillfully, lest their flight should be <token>frustrated</token> at the last moment.","‘ My own case exactly, ’ said I. ‘ Here, let ’s <token>bilk</token> them, ’ said he.",Yes,0 days 00:00:05.432253000,Yes,Yes,high quality feedback
293,49806,629,True,861,"He must be handled skillfully, lest their flight should be <token>frustrated</token> at the last moment.","‘ My own case exactly, ’ said I. ‘ Here, let ’s <token>bilk</token> them, ’ said he.",No,0 days 00:00:20.814511000,Yes,Yes,high quality feedback
293,49806,691,True,861,"He must be handled skillfully, lest their flight should be <token>frustrated</token> at the last moment.","‘ My own case exactly, ’ said I. ‘ Here, let ’s <token>bilk</token> them, ’ said he.",Yes,0 days 00:00:08.025345000,Yes,Yes,high quality feedback
293,49181,579,True,252,"""That's tin <token>foil</token>, that's only to wrap it up ; you peel that off, Bill, and you will find the toffee inside.",His approaches to the American lines were also frequent ; but generally so conducted as to <token>baffle</token> pursuit.,Yes,0 days 00:00:05.582344000,Yes,Yes,high quality feedback
293,49181,629,True,252,"""That's tin <token>foil</token>, that's only to wrap it up ; you peel that off, Bill, and you will find the toffee inside.",His approaches to the American lines were also frequent ; but generally so conducted as to <token>baffle</token> pursuit.,No,0 days 00:00:16.912694000,Yes,Yes,high quality feedback
293,49181,691,True,252,"""That's tin <token>foil</token>, that's only to wrap it up ; you peel that off, Bill, and you will find the toffee inside.",His approaches to the American lines were also frequent ; but generally so conducted as to <token>baffle</token> pursuit.,Yes,0 days 00:00:08.513329000,Yes,Yes,high quality feedback
293,48377,579,True,1627,They believed in nothing except good manners ; and the <token>essence</token> of good manners is to conceal a yawn.,They would only be a <token>burden</token> to load down and impede the courage and energy of the rest.,Yes,0 days 00:00:04.185979000,Yes,Yes,high quality feedback
293,48377,629,True,1627,They believed in nothing except good manners ; and the <token>essence</token> of good manners is to conceal a yawn.,They would only be a <token>burden</token> to load down and impede the courage and energy of the rest.,No,0 days 00:00:12.869772000,Yes,Yes,high quality feedback
293,48377,691,True,1627,They believed in nothing except good manners ; and the <token>essence</token> of good manners is to conceal a yawn.,They would only be a <token>burden</token> to load down and impede the courage and energy of the rest.,Yes,0 days 00:00:04.908963000,Yes,Yes,high quality feedback
293,48911,579,True,1786,"Besides, he still felt shaky, and did not want to risk another <token>aberration</token> like that of last night, away from home.","He could have understood knocking a man over the head with a fire <token>shovel</token> and taking his money, but not borrowing it.",Yes,0 days 00:00:04.508694000,No,No,high quality feedback
293,48911,629,True,1786,"Besides, he still felt shaky, and did not want to risk another <token>aberration</token> like that of last night, away from home.","He could have understood knocking a man over the head with a fire <token>shovel</token> and taking his money, but not borrowing it.",No,0 days 00:00:26.572210000,No,No,high quality feedback
293,48911,691,True,1786,"Besides, he still felt shaky, and did not want to risk another <token>aberration</token> like that of last night, away from home.","He could have understood knocking a man over the head with a fire <token>shovel</token> and taking his money, but not borrowing it.",Yes,0 days 00:00:05.291795000,No,No,high quality feedback
293,48241,579,True,704,Vessels of heavenly medicine ! may the breeze Auspicious <token>waft</token> your dark green forms to shore ;,You see the boats upon the lake ; the one with the white and purple <token>streamer</token> was the conqueror.,No,0 days 00:00:05.208391000,Yes,Yes,high quality feedback
293,48241,629,True,704,Vessels of heavenly medicine ! may the breeze Auspicious <token>waft</token> your dark green forms to shore ;,You see the boats upon the lake ; the one with the white and purple <token>streamer</token> was the conqueror.,Yes,0 days 00:00:34.700673000,Yes,Yes,high quality feedback
293,48241,691,True,704,Vessels of heavenly medicine ! may the breeze Auspicious <token>waft</token> your dark green forms to shore ;,You see the boats upon the lake ; the one with the white and purple <token>streamer</token> was the conqueror.,No,0 days 00:00:04.101411000,Yes,Yes,high quality feedback
293,48505,579,True,2976,"For me, henceforth,""coffee - house""will possess anything but an agreeable <token>connotation</token>.",This may have been intended for a hint to the reader as to the Grecian <token>sources</token> of the poem.,Yes,0 days 00:00:05.440450000,No,No,high quality feedback
293,48505,629,True,2976,"For me, henceforth,""coffee - house""will possess anything but an agreeable <token>connotation</token>.",This may have been intended for a hint to the reader as to the Grecian <token>sources</token> of the poem.,Yes,0 days 00:00:17.697186000,No,No,high quality feedback
293,48505,691,True,2976,"For me, henceforth,""coffee - house""will possess anything but an agreeable <token>connotation</token>.",This may have been intended for a hint to the reader as to the Grecian <token>sources</token> of the poem.,No,0 days 00:00:05.609221000,No,No,high quality feedback
293,49628,579,True,525,Lord Byron had made it a life long object to <token>vilify</token> and defame his wife.,"""I will defend you, Harvey, to the last drop ; let me hear them that dare to <token>revile</token> you !",Yes,0 days 00:00:03.831779000,Yes,Yes,high quality feedback
293,49628,629,True,525,Lord Byron had made it a life long object to <token>vilify</token> and defame his wife.,"""I will defend you, Harvey, to the last drop ; let me hear them that dare to <token>revile</token> you !",Yes,0 days 00:00:29.839078000,Yes,Yes,high quality feedback
293,49628,691,True,525,Lord Byron had made it a life long object to <token>vilify</token> and defame his wife.,"""I will defend you, Harvey, to the last drop ; let me hear them that dare to <token>revile</token> you !",Yes,0 days 00:00:07.449044000,Yes,Yes,high quality feedback
293,49507,579,True,94,"""I think,""she declared,""that it is your <token>candor</token> which makes you Englishmen so attractive.",His swarthy face still retained some of the <token>frankness</token> and simplicity of youth.,No,0 days 00:00:03.647723000,Yes,Yes,high quality feedback
293,49507,629,True,94,"""I think,""she declared,""that it is your <token>candor</token> which makes you Englishmen so attractive.",His swarthy face still retained some of the <token>frankness</token> and simplicity of youth.,Yes,0 days 00:00:16.194600000,Yes,Yes,high quality feedback
293,49507,691,True,94,"""I think,""she declared,""that it is your <token>candor</token> which makes you Englishmen so attractive.",His swarthy face still retained some of the <token>frankness</token> and simplicity of youth.,No,0 days 00:00:03.950959000,Yes,Yes,high quality feedback
293,49738,579,True,3090,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;","Throughout the day reinforcements had pushed up the hill, until two full <token>brigades</token> had been drawn into the fight.",Yes,0 days 00:00:04.645610000,No,No,high quality feedback
293,49738,629,True,3090,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;","Throughout the day reinforcements had pushed up the hill, until two full <token>brigades</token> had been drawn into the fight.",No,0 days 00:00:20.361164000,No,No,high quality feedback
293,49738,691,True,3090,"He uses the same <token>assertion</token>, in nearly the same words, in another place ;","Throughout the day reinforcements had pushed up the hill, until two full <token>brigades</token> had been drawn into the fight.",Yes,0 days 00:00:04.342110000,No,No,high quality feedback
293,50092,579,True,454,"But why <token>proscribe</token> the other, and surely, in every point of view, the more laudable use of estates?","He may dominate, he may <token>prohibit</token>, he may intervene, he may default.",Yes,0 days 00:00:05.240887000,Yes,Yes,high quality feedback
293,50092,629,True,454,"But why <token>proscribe</token> the other, and surely, in every point of view, the more laudable use of estates?","He may dominate, he may <token>prohibit</token>, he may intervene, he may default.",Yes,0 days 00:00:17.755005000,Yes,Yes,high quality feedback
293,50092,691,True,454,"But why <token>proscribe</token> the other, and surely, in every point of view, the more laudable use of estates?","He may dominate, he may <token>prohibit</token>, he may intervene, he may default.",Yes,0 days 00:00:05.201333000,Yes,Yes,high quality feedback
293,48872,579,True,2133,And the Persians apply the following <token>pithy</token> tale to their neighbours.,"I'll go and hang myself like Judas--if it's <token>allowable</token> to mention him.""",No,0 days 00:00:04.662044000,No,No,high quality feedback
293,48872,629,True,2133,And the Persians apply the following <token>pithy</token> tale to their neighbours.,"I'll go and hang myself like Judas--if it's <token>allowable</token> to mention him.""",Yes,0 days 00:01:52.582280000,No,No,high quality feedback
293,48872,691,True,2133,And the Persians apply the following <token>pithy</token> tale to their neighbours.,"I'll go and hang myself like Judas--if it's <token>allowable</token> to mention him.""",Yes,0 days 00:00:13.415388000,No,No,high quality feedback
293,48975,579,True,2145,For as winter slowly changed to early spring it became known that something of great <token>portent</token> was under way.,And the coarse <token>bulbs</token> of iris flowers he found  140 Knotted in clumps under the spongy ground.,No,0 days 00:00:03.766711000,No,No,high quality feedback
293,48975,629,True,2145,For as winter slowly changed to early spring it became known that something of great <token>portent</token> was under way.,And the coarse <token>bulbs</token> of iris flowers he found  140 Knotted in clumps under the spongy ground.,No,0 days 00:00:30.473839000,No,No,high quality feedback
293,48975,691,True,2145,For as winter slowly changed to early spring it became known that something of great <token>portent</token> was under way.,And the coarse <token>bulbs</token> of iris flowers he found  140 Knotted in clumps under the spongy ground.,Yes,0 days 00:00:04.187325000,No,No,high quality feedback
293,48609,579,True,3180,But warnings which speak by <token>implication</token> only are thrown away on women.,He had the feeling that the sun shine was an <token>elixir</token> of health.,Yes,0 days 00:00:04.344160000,No,No,high quality feedback
293,48609,629,True,3180,But warnings which speak by <token>implication</token> only are thrown away on women.,He had the feeling that the sun shine was an <token>elixir</token> of health.,No,0 days 00:00:32.917782000,No,No,high quality feedback
293,48609,691,True,3180,But warnings which speak by <token>implication</token> only are thrown away on women.,He had the feeling that the sun shine was an <token>elixir</token> of health.,Yes,0 days 00:00:05.208786000,No,No,high quality feedback
293,50025,579,True,1566,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,The consciousness of something moving stirred Reshid's half sleeping senses into a comparative <token>wakefulness</token>.,No,0 days 00:00:04.250080000,Yes,Yes,high quality feedback
293,50025,629,True,1566,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,The consciousness of something moving stirred Reshid's half sleeping senses into a comparative <token>wakefulness</token>.,Yes,0 days 00:00:08.273049000,Yes,Yes,high quality feedback
293,50025,691,True,1566,The <token>vigilance</token> committee went out of existence without the formality of a resolution.,The consciousness of something moving stirred Reshid's half sleeping senses into a comparative <token>wakefulness</token>.,No,0 days 00:00:05.292073000,Yes,Yes,high quality feedback
293,48620,579,True,2809,But his eyes were pink and unlovely in the flare of the match with which he lighted his dead and <token>malodorous</token> cigar.,"""They cried, No wonder such <token>celestial</token> charms For nine long years have set the world in arms ;",Yes,0 days 00:00:04.535165000,No,No,high quality feedback
293,48620,629,True,2809,But his eyes were pink and unlovely in the flare of the match with which he lighted his dead and <token>malodorous</token> cigar.,"""They cried, No wonder such <token>celestial</token> charms For nine long years have set the world in arms ;",No,0 days 00:00:27.954569000,No,No,high quality feedback
293,48620,691,True,2809,But his eyes were pink and unlovely in the flare of the match with which he lighted his dead and <token>malodorous</token> cigar.,"""They cried, No wonder such <token>celestial</token> charms For nine long years have set the world in arms ;",No,0 days 00:00:04.521759000,No,No,high quality feedback
293,49744,579,True,693,The dingy place reeked with tobacco smoke and the fumes of <token>vile</token> liquor.,They have terrified you and bribed you until you are willing to do any <token>despicable</token> thing--even this.,Yes,0 days 00:00:04.507633000,Yes,Yes,high quality feedback
293,49744,629,True,693,The dingy place reeked with tobacco smoke and the fumes of <token>vile</token> liquor.,They have terrified you and bribed you until you are willing to do any <token>despicable</token> thing--even this.,Yes,0 days 00:00:29.435198000,Yes,Yes,high quality feedback
293,49744,691,True,693,The dingy place reeked with tobacco smoke and the fumes of <token>vile</token> liquor.,They have terrified you and bribed you until you are willing to do any <token>despicable</token> thing--even this.,No,0 days 00:00:05.229013000,Yes,Yes,high quality feedback
293,49631,579,True,613,Here in this first skirmish is an <token>epitome</token> of all our military relations with these people.,But there was no denying that the attractiveness of the <token>image</token> made it likelier to last.,Yes,0 days 00:00:04.722873000,Yes,Yes,high quality feedback
293,49631,629,True,613,Here in this first skirmish is an <token>epitome</token> of all our military relations with these people.,But there was no denying that the attractiveness of the <token>image</token> made it likelier to last.,Yes,0 days 00:00:21.431892000,Yes,Yes,high quality feedback
293,49631,691,True,613,Here in this first skirmish is an <token>epitome</token> of all our military relations with these people.,But there was no denying that the attractiveness of the <token>image</token> made it likelier to last.,Yes,0 days 00:00:05.111273000,Yes,Yes,high quality feedback
293,49664,579,True,1316,"""Bibot ! my little Bibot !""cooed the <token>bibulous</token> orator now in dulcet tones,""dost not know us, my good Bibot?","""Who's a <token>drunken</token> ruffian?""yelled Case, more angry than ever.",Yes,0 days 00:00:04.173762000,Yes,Yes,high quality feedback
